id,text,anger,fear,joy,sadness,surprise,language,processed_text
eng_train_track_a_00625,this person i saw was a shadow and pitch black.,0,1,0,0,1,eng,this person i saw was a shadow and pitch black
eng_train_track_a_00626,"Yesterday my back stared killing me, by 4:30 the pain was unbearable.",0,1,0,1,0,eng,yesterday my back stared killing me by 430 the pain was unbearable
eng_train_track_a_00627,"Warm, salty tears slowly rolled down my face and made my goggles wet.",0,0,0,1,0,eng,warm salty tears slowly rolled down my face and made my goggles wet
eng_train_track_a_00628,"In other news, my hand is killing me.",0,1,0,1,0,eng,in other news my hand is killing me
eng_train_track_a_00629,Shortly after finishing university I had what I think of as my first successful  independent adult relationship.,0,0,1,0,0,eng,shortly after finishing university i had what i think of as my first successful independent adult relationship
eng_train_track_a_00630,"Leaning my head back into the basin, I close my eyes and as the young girl behind me streams hot water through my hair, I feel the jangling tension slowly subsiding inside my body.",0,0,1,0,0,eng,leaning my head back into the basin i close my eyes and as the young girl behind me streams hot water through my hair i feel the jangling tension slowly subsiding inside my body
eng_train_track_a_00631,is fatalistic but explains too many things conveniently in my life for my continued use to repeat in my head.,0,1,0,1,0,eng,is fatalistic but explains too many things conveniently in my life for my continued use to repeat in my head
eng_train_track_a_00632,"Now the sunshine is out and bright against my right side of my face, just like it was after I had my hair done.",0,0,1,0,0,eng,now the sunshine is out and bright against my right side of my face just like it was after i had my hair done
eng_train_track_a_00633,"I saw that, too.",0,0,0,0,1,eng,i saw that too
eng_train_track_a_00634,Talk about nerve-racking.,0,1,0,0,0,eng,talk about nerveracking
eng_train_track_a_00635,This will probably get buried but...,0,1,0,1,0,eng,this will probably get buried but
eng_train_track_a_00636,I had a really nice boss and a kush part-time accounting job during college.,0,0,1,0,0,eng,i had a really nice boss and a kush parttime accounting job during college
eng_train_track_a_00637,"For example, if I'm standing at a bank of elevators, I'll mindlessly choose one, stand in front of it, and it'll be the first one to arrive.",0,0,1,0,1,eng,for example if im standing at a bank of elevators ill mindlessly choose one stand in front of it and itll be the first one to arrive
eng_train_track_a_00638,"Suddenly, this bright white flashing light goes off.",0,1,0,0,1,eng,suddenly this bright white flashing light goes off
eng_train_track_a_00639,"I sat up, turned, and saw two glowing green eyes.",0,1,0,0,1,eng,i sat up turned and saw two glowing green eyes
eng_train_track_a_00640,I used to be a miner.,0,0,0,1,0,eng,i used to be a miner
eng_train_track_a_00641,There was chinchilla poop *everywhere*.,1,1,0,0,1,eng,there was chinchilla poop everywhere
eng_train_track_a_00642,I get extreme anxiety from this.,0,1,0,0,0,eng,i get extreme anxiety from this
eng_train_track_a_00643,After about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my car's key less entry thingie.,0,0,1,0,1,eng,after about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my cars key less entry thingie
eng_train_track_a_00644,Luckily fellow first grade students were awesome and they either felt sorry for me or completely forgot about it the next day.,0,0,1,1,0,eng,luckily fellow first grade students were awesome and they either felt sorry for me or completely forgot about it the next day
eng_train_track_a_00645,That same ragged breath.,0,1,0,1,0,eng,that same ragged breath
eng_train_track_a_00646,He shat himself TERRIBLY and ran home.,0,1,0,0,1,eng,he shat himself terribly and ran home
eng_train_track_a_00647,I guess my eyebrows were missing each other and needed to grow closer... and so they were really trying to get super close.,0,0,1,0,0,eng,i guess my eyebrows were missing each other and needed to grow closer and so they were really trying to get super close
eng_train_track_a_00648,"wishing i had triple a, i stick out my thumb.",0,0,0,0,0,eng,wishing i had triple a i stick out my thumb
eng_train_track_a_00649,I must have been only six years old when this happened.,0,0,0,0,0,eng,i must have been only six years old when this happened
eng_train_track_a_00650,"I have another drink, punch his number into my phone and rest my thumb on the call button.",0,1,0,0,0,eng,i have another drink punch his number into my phone and rest my thumb on the call button
eng_train_track_a_00651,Don't mess with my orange juice.,1,0,0,0,0,eng,dont mess with my orange juice
eng_train_track_a_00652,it was really strange since I braced to hit the wall and ended up falling to the ground.,0,1,0,0,1,eng,it was really strange since i braced to hit the wall and ended up falling to the ground
eng_train_track_a_00653,"Oh well, Bride's Day, Bride's Way!",0,0,1,0,0,eng,oh well brides day brides way
eng_train_track_a_00654,"Shortly, he went to lie on the couch and fell asleep.",0,0,1,0,0,eng,shortly he went to lie on the couch and fell asleep
eng_train_track_a_00655,Least odd bit of these three stories:,0,0,0,0,1,eng,least odd bit of these three stories
eng_train_track_a_00656,I also danced so much that my calves hurt for 3 days.,0,0,1,0,0,eng,i also danced so much that my calves hurt for 3 days
eng_train_track_a_00657,"When I was raised, my parents had a strict religious work ethic.",0,0,0,1,0,eng,when i was raised my parents had a strict religious work ethic
eng_train_track_a_00658,I've been feeling some weird guilt.,0,1,0,1,0,eng,ive been feeling some weird guilt
eng_train_track_a_00659,"' ( today ) So the story of my grandparents ' illness continues... I'm scorching my tongue on coffee, and my head on looking at the screen.",0,1,0,1,0,eng,today so the story of my grandparents illness continues im scorching my tongue on coffee and my head on looking at the screen
eng_train_track_a_00660,Hit it off really well.,0,0,1,0,0,eng,hit it off really well
eng_train_track_a_00661,I had my eye on the fabric for months.,0,0,1,0,0,eng,i had my eye on the fabric for months
eng_train_track_a_00662,I am still getting used to getting my feet in and out of the clips on the spd pedals.,0,1,0,0,0,eng,i am still getting used to getting my feet in and out of the clips on the spd pedals
eng_train_track_a_00663,i brush my teeth at least twice a day.,0,0,0,0,0,eng,i brush my teeth at least twice a day
eng_train_track_a_00664,"i got a labrador puppy for my 4th birthday, greatest present ever.",0,0,1,0,1,eng,i got a labrador puppy for my 4th birthday greatest present ever
eng_train_track_a_00665,"Shadows Falls new CD `` Threads of Life '', in my eyes, can be placed alongside '' The Art of Balance '' and `` The War Within ''.",0,0,1,0,0,eng,shadows falls new cd threads of life in my eyes can be placed alongside the art of balance and the war within
eng_train_track_a_00666,"""Jeff what is that?",0,1,0,0,1,eng,jeff what is that
eng_train_track_a_00667,"Un-luckily, I missed two days of work last week; the day the nurse told me to go home, and Thursday, because my throat was so sore waking up that I couldn't talk.",0,1,0,1,0,eng,unluckily i missed two days of work last week the day the nurse told me to go home and thursday because my throat was so sore waking up that i couldnt talk
eng_train_track_a_00668,I don't need this job and you know it.,1,0,0,0,0,eng,i dont need this job and you know it
eng_train_track_a_00669,"My parents kept yelling while I walked into the living room and started watching tv, knife still protruding from my lung.",1,1,0,1,1,eng,my parents kept yelling while i walked into the living room and started watching tv knife still protruding from my lung
eng_train_track_a_00670,I am so afraid of sleeping on my back that I don't sleep well during the night.,0,1,0,0,0,eng,i am so afraid of sleeping on my back that i dont sleep well during the night
eng_train_track_a_00671,I will probably die never knowing more of him.,0,1,0,1,0,eng,i will probably die never knowing more of him
eng_train_track_a_00672,`` I brought my hand up to my forehead and gave him a salute.,0,0,0,0,0,eng,i brought my hand up to my forehead and gave him a salute
eng_train_track_a_00673,Until then I'm just a ghost in the shadows... A very odd ghost that knows her throwaway,0,1,0,1,1,eng,until then im just a ghost in the shadows a very odd ghost that knows her throwaway
eng_train_track_a_00674,Posted by Melissa at 10:29 AM Atrial Fibrillation Revisit At the end of lunch on Tuesday I felt my heart start racing.,0,1,0,0,0,eng,posted by melissa at 1029 am atrial fibrillation revisit at the end of lunch on tuesday i felt my heart start racing
eng_train_track_a_00675,"She laughs, because she's so very nervous.",0,1,1,0,0,eng,she laughs because shes so very nervous
eng_train_track_a_00676,I look underhand nothing was there.,0,1,0,0,1,eng,i look underhand nothing was there
eng_train_track_a_00677,"some days its like there is a fog sitting on top of my brain, and i can't seem to get rid of it.",0,1,0,1,0,eng,some days its like there is a fog sitting on top of my brain and i cant seem to get rid of it
eng_train_track_a_00678,"So, in order to impress her I put on a brave face and shook my head with a scoff.",0,0,0,0,0,eng,so in order to impress her i put on a brave face and shook my head with a scoff
eng_train_track_a_00679,The person becomes extremely powerful,0,1,0,0,1,eng,the person becomes extremely powerful
eng_train_track_a_00680,"is not an option, by it's me in my natural pajama-clad state with no make-up aside from some optical enhancement that didn't want to wash off, without done-up hair, and with the zit on my forehead that I've been battling for about a week free and red and proud, and that's the spirit of the meme, correct?",0,0,0,1,0,eng,is not an option by its me in my natural pajamaclad state with no makeup aside from some optical enhancement that didnt want to wash off without doneup hair and with the zit on my forehead that ive been battling for about a week free and red and proud and thats the spirit of the meme correct
eng_train_track_a_00681,Or luck out and get a perfectly sane person.,0,1,1,0,0,eng,or luck out and get a perfectly sane person
eng_train_track_a_00682,Never found anything... kind of spooky.,0,1,0,0,1,eng,never found anything kind of spooky
eng_train_track_a_00683,"But I am exhausted-my eyes feel like they are about to pop out of my head-I need some soothing music and images to help my mediate, even for a few minutes, just take me away $ # 365 yoga Monday's Musical Meditation: 0 minutes ago early night-first day of work after mat.",0,1,0,1,0,eng,but i am exhaustedmy eyes feel like they are about to pop out of my headi need some soothing music and images to help my mediate even for a few minutes just take me away 365 yoga mondays musical meditation 0 minutes ago early nightfirst day of work after mat
eng_train_track_a_00684,All the changes get thrown out of the window as I attempt to keep my head above water during this 4-day work week before the July 4th weekend.,0,1,0,0,0,eng,all the changes get thrown out of the window as i attempt to keep my head above water during this 4day work week before the july 4th weekend
eng_train_track_a_00685,another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you.,1,0,0,0,0,eng,another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you
eng_train_track_a_00686,"As I started running I heard him say again ""I'm going to get you!",0,1,0,0,1,eng,as i started running i heard him say again im going to get you
eng_train_track_a_00687,"I felt sick to my stomach with fear, and struggled against every ounce of strength I had when he finally untied me from my chair.",0,1,0,1,0,eng,i felt sick to my stomach with fear and struggled against every ounce of strength i had when he finally untied me from my chair
eng_train_track_a_00688,I really need it for my face as I'm getting a little wind burn.,0,0,0,0,0,eng,i really need it for my face as im getting a little wind burn
eng_train_track_a_00689,We ordered some food at Mcdonalds instead of buying food at the theatre because of the ridiculous prices the theatre has.,1,0,0,0,0,eng,we ordered some food at mcdonalds instead of buying food at the theatre because of the ridiculous prices the theatre has
eng_train_track_a_00690,""" best friends ever since",0,0,1,0,0,eng,best friends ever since
eng_train_track_a_00691,"then this foul stench hits my nose, like someone had taken a shit in a pair of socks and then worn them for a week straight.",1,0,0,0,0,eng,then this foul stench hits my nose like someone had taken a shit in a pair of socks and then worn them for a week straight
eng_train_track_a_00692,"I feela little better, but my ears are popping, and my nose is running so muchthat I'm thinking I need to get stock in Puffs Tissues.",0,1,0,0,0,eng,i feela little better but my ears are popping and my nose is running so muchthat im thinking i need to get stock in puffs tissues
eng_train_track_a_00693,Who loses a sock?,1,0,0,0,1,eng,who loses a sock
eng_train_track_a_00694,"The breeze was fresh and the sky was a soft pink with the sun softly shining over the roof tops... and there was the black woman walking down the road near me and she was singing and it was quite soothing... and it all made me think and smile... but then, It made me start to question things and my head got really tangled in its `` happiness '' and... now I feel quite tender and sensitive over nothing.",0,1,1,1,1,eng,the breeze was fresh and the sky was a soft pink with the sun softly shining over the roof tops and there was the black woman walking down the road near me and she was singing and it was quite soothing and it all made me think and smile but then it made me start to question things and my head got really tangled in its happiness and now i feel quite tender and sensitive over nothing
eng_train_track_a_00695,and it constantly feels like thoughts are racing through my head.,0,1,0,1,0,eng,and it constantly feels like thoughts are racing through my head
eng_train_track_a_00696,Sadly we have yet to act on this brilliant plan.,0,0,0,1,0,eng,sadly we have yet to act on this brilliant plan
eng_train_track_a_00697,I even wrote on my hand so I could remember it the next morning.,0,0,0,0,0,eng,i even wrote on my hand so i could remember it the next morning
eng_train_track_a_00698,"As a person diagnosed with Bipolar Disorder, I was the crazy ex-girlfriend.",0,1,0,1,0,eng,as a person diagnosed with bipolar disorder i was the crazy exgirlfriend
eng_train_track_a_00699,"I cried, every time.",0,0,0,1,0,eng,i cried every time
eng_train_track_a_00700,My brother noticed my face was really red.,0,0,0,0,0,eng,my brother noticed my face was really red
eng_train_track_a_00701,I honestly didnt know how to handle this.,0,1,0,1,0,eng,i honestly didnt know how to handle this
eng_train_track_a_00702,"The cold air brushed against my face as I sat on the swing in our backyard, I wasn't swinging, I only sat there watching, waiting.",0,0,0,1,0,eng,the cold air brushed against my face as i sat on the swing in our backyard i wasnt swinging i only sat there watching waiting
eng_train_track_a_00703,I mean I know you like her and everything but I beat you to it man!,0,0,1,0,0,eng,i mean i know you like her and everything but i beat you to it man
eng_train_track_a_00704,"Ok so here I am trying to just sit down and write some of the really neat things that floated through my head today at work, and as soon as I get to a point when I don't have someone staring at me, all that beautiful crap flies right out of my ear and goes away... I think I left the AC on again.",0,0,0,0,0,eng,ok so here i am trying to just sit down and write some of the really neat things that floated through my head today at work and as soon as i get to a point when i dont have someone staring at me all that beautiful crap flies right out of my ear and goes away i think i left the ac on again
eng_train_track_a_00705,"blank I had a dull throbbing pain in my arm yesterday which i took painkillers for, but ended up waking up at 4:00 am this morning with it still in pain.",0,1,0,1,0,eng,blank i had a dull throbbing pain in my arm yesterday which i took painkillers for but ended up waking up at 400 am this morning with it still in pain
eng_train_track_a_00706,He acted confused about the whole incident.,0,1,0,0,1,eng,he acted confused about the whole incident
eng_train_track_a_00707,"When I was 10, we had to paint birds for art, I was pretty good at art but a girl copied my exact one, even though we had to do different ones and I was not pleased.",1,0,0,0,1,eng,when i was 10 we had to paint birds for art i was pretty good at art but a girl copied my exact one even though we had to do different ones and i was not pleased
eng_train_track_a_00708,You are the demon.,1,1,0,0,1,eng,you are the demon
eng_train_track_a_00709,it splatterd HOT cleaning product everywhere and that burnt my arm and left a mark...,1,1,0,1,0,eng,it splatterd hot cleaning product everywhere and that burnt my arm and left a mark
eng_train_track_a_00710,I guess those 3 beers I drank down at 6 went straight to my head.,0,0,1,0,0,eng,i guess those 3 beers i drank down at 6 went straight to my head
eng_train_track_a_00711,I was less sad about missing my birthday though and more sad about missing her.,0,0,0,1,0,eng,i was less sad about missing my birthday though and more sad about missing her
eng_train_track_a_00712,It was deleted without any human interaction.,1,0,0,0,1,eng,it was deleted without any human interaction
eng_train_track_a_00713,Luckily the security guard is cool with me and let me stay.,0,0,1,0,0,eng,luckily the security guard is cool with me and let me stay
eng_train_track_a_00714,I thought maybe the warmth of my skin could coax the color back into existence.,0,0,0,0,0,eng,i thought maybe the warmth of my skin could coax the color back into existence
eng_train_track_a_00715,"Brushing myself off, I ate one of the apples I had It wasn't until I felt cold that a hand touched my shoulder and caused me to jump.",0,1,0,0,1,eng,brushing myself off i ate one of the apples i had it wasnt until i felt cold that a hand touched my shoulder and caused me to jump
eng_train_track_a_00716,"I now wore a 36B bra, and my waist was down to 25 inches, but she insisted.",0,0,0,0,0,eng,i now wore a 36b bra and my waist was down to 25 inches but she insisted
eng_train_track_a_00717,Then she told me it might be due to the new birth control pills she started soon after I left.,0,1,0,1,1,eng,then she told me it might be due to the new birth control pills she started soon after i left
eng_train_track_a_00718,My Spanish language skills were fairly basic.,0,1,0,0,0,eng,my spanish language skills were fairly basic
eng_train_track_a_00719,"I woke with a start, a sudden chill that spread to the tip of my nose, and found a small note resting delicately on my sheets beside my hand.",0,1,0,0,1,eng,i woke with a start a sudden chill that spread to the tip of my nose and found a small note resting delicately on my sheets beside my hand
eng_train_track_a_00720,"My dad was, and is, an avid cyclist.",0,0,1,0,0,eng,my dad was and is an avid cyclist
eng_train_track_a_00721,"Just Women I occasionally went out with, but, never anything serious.",0,0,0,1,0,eng,just women i occasionally went out with but never anything serious
eng_train_track_a_00722,It became second nature to just put my toys up against eachother so they could protect me as I slept.,0,1,0,1,0,eng,it became second nature to just put my toys up against eachother so they could protect me as i slept
eng_train_track_a_00723,We had recently transferred G to his own bedroom and crib from a cradle that was still in the master bedroom.,0,0,1,0,0,eng,we had recently transferred g to his own bedroom and crib from a cradle that was still in the master bedroom
eng_train_track_a_00724,The treatment for my original complaint consisted of some chiropractic manipulation of my hip and pressure onto certain nerves ( which was painful but better afterwards ) and then a marvellous half an hour of lying still with aromatic herbs massaged into my lower back and an assortment of needles inserted at strategic points.,0,0,1,0,0,eng,the treatment for my original complaint consisted of some chiropractic manipulation of my hip and pressure onto certain nerves which was painful but better afterwards and then a marvellous half an hour of lying still with aromatic herbs massaged into my lower back and an assortment of needles inserted at strategic points
eng_train_track_a_00725,My dad was a trucker for most of my life.,0,0,0,0,0,eng,my dad was a trucker for most of my life
eng_train_track_a_00726,"As I put my foot on the floortiles, and started moving towards my computer, in the darkness of the room, a dark small rodent figure ran from under the computer to the other corner of the room-hiding behind some drawers.At this point everybody were awake and I had my boost of adrenaline-like the ancient cavemen heading for a hunt.",0,1,0,0,1,eng,as i put my foot on the floortiles and started moving towards my computer in the darkness of the room a dark small rodent figure ran from under the computer to the other corner of the roomhiding behind some drawersat this point everybody were awake and i had my boost of adrenalinelike the ancient cavemen heading for a hunt
eng_train_track_a_00727,"But when i see, what i'm missing I just can't take it SO here i sit miserably all alone... Its your eyes and your smile that puts the beat in my heart And to know I can't have this just tears me apart....",0,1,0,1,0,eng,but when i see what im missing i just cant take it so here i sit miserably all alone its your eyes and your smile that puts the beat in my heart and to know i cant have this just tears me apart
eng_train_track_a_00728,I looked down at my hands.,0,0,0,0,0,eng,i looked down at my hands
eng_train_track_a_00729,"Today, I got my hands dirty with the boys shoveling dirt, tossing rocks, and gathering up bits of rotten wood, all of which the excavator dug up yesterday and left in a big, unsightly pile.",0,0,1,0,0,eng,today i got my hands dirty with the boys shoveling dirt tossing rocks and gathering up bits of rotten wood all of which the excavator dug up yesterday and left in a big unsightly pile
eng_train_track_a_00730,Then things get weird.,0,1,0,0,1,eng,then things get weird
eng_train_track_a_00731,"Anyway, she tried her best to ignore the noise and hours later, fell asleep despite being so freaked out.",0,1,0,0,0,eng,anyway she tried her best to ignore the noise and hours later fell asleep despite being so freaked out
eng_train_track_a_00732,Nevertheless I pulled my hand away.,0,1,0,0,0,eng,nevertheless i pulled my hand away
eng_train_track_a_00733,""" and told me ""Spook"" was racist.",1,1,0,0,1,eng,and told me spook was racist
eng_train_track_a_00734,"Nothing, so if i can illuminate the flying object, then i will have a rough estimate about its height.",0,1,0,0,1,eng,nothing so if i can illuminate the flying object then i will have a rough estimate about its height
eng_train_track_a_00735,& # x 26; nbsp; Walking back in the sun was not fun for my feet.,0,1,0,0,0,eng,x 26 nbsp walking back in the sun was not fun for my feet
eng_train_track_a_00736,"I could have gone inside, explored more, done so much more but I wasn't accustom to this laid back run down place yet, a part of me still watched every car that drove by and looked over my shoulder every few seconds.",0,1,0,1,0,eng,i could have gone inside explored more done so much more but i wasnt accustom to this laid back run down place yet a part of me still watched every car that drove by and looked over my shoulder every few seconds
eng_train_track_a_00737,"Can't beat OP, but my life is the epitome of awkward.",0,1,1,1,0,eng,cant beat op but my life is the epitome of awkward
eng_train_track_a_00738,"I thought it was beautiful, but I was pretty sure it was extensions since it was extraordinarily long.",0,0,1,0,1,eng,i thought it was beautiful but i was pretty sure it was extensions since it was extraordinarily long
eng_train_track_a_00739,I learned a lot about my teeth during my visit today.,0,0,1,0,0,eng,i learned a lot about my teeth during my visit today
eng_train_track_a_00740,I fuckin tear up whenever I think about this.,0,1,0,1,0,eng,i fuckin tear up whenever i think about this
eng_train_track_a_00741,but my eyes didn't seem to shut.,0,1,0,1,0,eng,but my eyes didnt seem to shut
eng_train_track_a_00742,I can even lift my arms above my head.,0,0,1,0,0,eng,i can even lift my arms above my head
eng_train_track_a_00743,I want to do more with my brain and experience more of what it is capable of.,0,0,1,0,0,eng,i want to do more with my brain and experience more of what it is capable of
eng_train_track_a_00744,"She had a fish tank with two fish, a bottom feeder and an angel fish.",0,0,1,0,0,eng,she had a fish tank with two fish a bottom feeder and an angel fish
eng_train_track_a_00745,This was the worse night of my life.,0,1,0,1,0,eng,this was the worse night of my life
eng_train_track_a_00746,WTF do you do?,1,1,0,0,1,eng,wtf do you do
eng_train_track_a_00747,Met a lot of random canadians that night.,0,0,1,0,1,eng,met a lot of random canadians that night
eng_train_track_a_00748,"My heart feels like someone tore it out, stomped the shit out of it, spit on it and jammed it back into my chest.",1,1,0,1,0,eng,my heart feels like someone tore it out stomped the shit out of it spit on it and jammed it back into my chest
eng_train_track_a_00749,"I thought we were going to go into a different lane about 10 different times, and once I ended up going backwards down the hill on my stomach.",0,1,0,0,1,eng,i thought we were going to go into a different lane about 10 different times and once i ended up going backwards down the hill on my stomach
eng_train_track_a_00750,"Bella, I'm so happy that you're home. I smiled as tears slid down my cheeks.",0,0,1,0,0,eng,bella im so happy that youre home i smiled as tears slid down my cheeks
eng_train_track_a_00751,"Without a sensible thought in my head, I got out of the car.",0,1,0,0,0,eng,without a sensible thought in my head i got out of the car
eng_train_track_a_00752,I'm going to write now that my fingers are numb from typing this all.,0,1,0,0,0,eng,im going to write now that my fingers are numb from typing this all
eng_train_track_a_00753,"That boy, who was probably very mentally ill,  had just been stabbed god knows how many times.",1,1,0,1,1,eng,that boy who was probably very mentally ill had just been stabbed god knows how many times
eng_train_track_a_00754,my neck is reversed.,0,1,0,0,0,eng,my neck is reversed
eng_train_track_a_00755,Do we just leave?,0,1,0,0,1,eng,do we just leave
eng_train_track_a_00756,"After like two seconds of that, we start *flying* forward and *smash through the parking barrier*, stopping *right by* the edge of the street.",0,1,1,0,1,eng,after like two seconds of that we start flying forward and smash through the parking barrier stopping right by the edge of the street
eng_train_track_a_00757,She said she wasn't going to be at school for at least a week.,0,1,0,0,1,eng,she said she wasnt going to be at school for at least a week
eng_train_track_a_00758,I was eating at an Ethiopian cafe the other day.,0,0,1,0,0,eng,i was eating at an ethiopian cafe the other day
eng_train_track_a_00759,After having a couple different catheters in my chest for the last two years.,0,1,0,1,0,eng,after having a couple different catheters in my chest for the last two years
eng_train_track_a_00760,That was poop on her Croc.,0,0,0,0,1,eng,that was poop on her croc
eng_train_track_a_00761,"She said she agree with me but didn't know how to leave... To that, I shrugged my shoulders, shit I know how, pack your shit and leave... I mean, you know?",1,0,0,0,0,eng,she said she agree with me but didnt know how to leave to that i shrugged my shoulders shit i know how pack your shit and leave i mean you know
eng_train_track_a_00762,"So when I caught this song-Kahin tho Hogi-last evening driving back home, it brought a smile to my face.",0,0,1,0,0,eng,so when i caught this songkahin tho hogilast evening driving back home it brought a smile to my face
eng_train_track_a_00763,I immediately pulled over and tried to grab him but he ran past me.,1,1,0,0,1,eng,i immediately pulled over and tried to grab him but he ran past me
eng_train_track_a_00764,This idea has been crashing around in my head so I had no choice but to finally write something.,0,1,0,0,0,eng,this idea has been crashing around in my head so i had no choice but to finally write something
eng_train_track_a_00765,I believe he was just going to scare me and not anything worse.,0,1,0,0,1,eng,i believe he was just going to scare me and not anything worse
eng_train_track_a_00766,Well Yesterday went to the Hospital to have my brain poked at ( Im guessing some kind of treasure hunt thing looking for it ).,0,1,0,0,1,eng,well yesterday went to the hospital to have my brain poked at im guessing some kind of treasure hunt thing looking for it
eng_train_track_a_00767,"sleepless nights are so evident on my face, even a cake of foundation and concealer can not hide = ( massive eyebags and bad tired skin.",0,0,0,1,0,eng,sleepless nights are so evident on my face even a cake of foundation and concealer can not hide massive eyebags and bad tired skin
eng_train_track_a_00768,"only one hour of sleep, then 9 hours on my feet.",0,1,0,0,0,eng,only one hour of sleep then 9 hours on my feet
eng_train_track_a_00769,My sister made us leave quickly and go to our neighbors house.,0,1,0,0,0,eng,my sister made us leave quickly and go to our neighbors house
eng_train_track_a_00770,I stuck out my legs to try and land the fall but one let got stuck on the side of the bike and the other got flipped underneath me and I landed on my right knee then skidded for about 8 feet.,1,1,0,1,1,eng,i stuck out my legs to try and land the fall but one let got stuck on the side of the bike and the other got flipped underneath me and i landed on my right knee then skidded for about 8 feet
eng_train_track_a_00771,Did I get home?,0,1,0,0,1,eng,did i get home
eng_train_track_a_00772,"The cat sits there, paralyzed and in agony.",0,1,0,1,0,eng,the cat sits there paralyzed and in agony
eng_train_track_a_00773,"None of us had... And then, years later my brain had changed, quite immensely.",0,0,0,0,0,eng,none of us had and then years later my brain had changed quite immensely
eng_train_track_a_00774,But then it got so hot I opened it and welcomed the cold spray on my face.,0,0,1,0,1,eng,but then it got so hot i opened it and welcomed the cold spray on my face
eng_train_track_a_00775,I was going up to see my Avs play the Red Wings.,0,0,1,0,0,eng,i was going up to see my avs play the red wings
eng_train_track_a_00776,"I cocked my head like the RCA Victrola Dog, and sure enough -- key in door sounds.",0,0,1,0,0,eng,i cocked my head like the rca victrola dog and sure enough key in door sounds
eng_train_track_a_00777,BUT OH GOD MY NAILS ARE BLACK CALL A PRIEST.,0,1,0,0,1,eng,but oh god my nails are black call a priest
eng_train_track_a_00778,I'm lost in my own little world.,0,1,0,1,0,eng,im lost in my own little world
eng_train_track_a_00779,"my head aches, my stomach isn't too happy, my whole body hurts.",0,1,0,1,0,eng,my head aches my stomach isnt too happy my whole body hurts
eng_train_track_a_00780,"He fully woke up, sat up and said ""Turn on the light, it's here watching us.",0,1,0,0,1,eng,he fully woke up sat up and said turn on the light its here watching us
eng_train_track_a_00781,"My hands are cramping, my legs ache and I can't find a comfortable position in my chair ( which is broken and is going out the door tomorrow ).",0,1,0,1,0,eng,my hands are cramping my legs ache and i cant find a comfortable position in my chair which is broken and is going out the door tomorrow
eng_train_track_a_00782,A very similar story happened to my grandmother.,0,0,0,0,1,eng,a very similar story happened to my grandmother
eng_train_track_a_00783,One season they were really nasty and management seemed to not care when we brought it to their attention.,1,0,0,1,0,eng,one season they were really nasty and management seemed to not care when we brought it to their attention
eng_train_track_a_00784,"Well, since everyone is giving their lovely stories...",0,0,1,0,0,eng,well since everyone is giving their lovely stories
eng_train_track_a_00785,It was friggin' delicious.,0,0,1,0,0,eng,it was friggin delicious
eng_train_track_a_00786,The chupacabra legend is pretty big here and in Mexico.,0,1,0,0,1,eng,the chupacabra legend is pretty big here and in mexico
eng_train_track_a_00787,Not normal light but a spot of light.,0,1,0,0,1,eng,not normal light but a spot of light
eng_train_track_a_00788,"After those few seconds, I waved one hand at it in a friendly manner, it then changed light pattern and hovered away behind my house.",0,1,1,0,1,eng,after those few seconds i waved one hand at it in a friendly manner it then changed light pattern and hovered away behind my house
eng_train_track_a_00789,"`` Mr. Jackson just called me, and he told me to call you, and told me to ask you so he didn't have to call you, and that's why I 'M calling you for him -- '' I broke out giggling and rushed to cover my mouth, stealing an embarrassed glance at all the nurses watching me in complete awe.",0,0,1,0,1,eng,mr jackson just called me and he told me to call you and told me to ask you so he didnt have to call you and thats why i m calling you for him i broke out giggling and rushed to cover my mouth stealing an embarrassed glance at all the nurses watching me in complete awe
eng_train_track_a_00790,A clip board was forced into my hands as I stood lost in a dark abyss unaware of the reality going on around me.,0,1,0,1,1,eng,a clip board was forced into my hands as i stood lost in a dark abyss unaware of the reality going on around me
eng_train_track_a_00791,Ugh I know for sure I'm a do my eyebrows.,0,0,1,0,0,eng,ugh i know for sure im a do my eyebrows
eng_train_track_a_00792,That's when tears streak down my cheeks.,0,1,0,1,0,eng,thats when tears streak down my cheeks
eng_train_track_a_00793,My aunt and I are kind of doing the remedial training together and I can't wait to get on his back.,0,0,0,0,0,eng,my aunt and i are kind of doing the remedial training together and i cant wait to get on his back
eng_train_track_a_00794,My brain decided to start trying to do the Kempo workout from last night again which is not conducive to sleep.,0,1,0,0,0,eng,my brain decided to start trying to do the kempo workout from last night again which is not conducive to sleep
eng_train_track_a_00795,"When my back hit the far wall, and the shovel against the wall fell on the dirt, I screamed.",0,1,0,1,1,eng,when my back hit the far wall and the shovel against the wall fell on the dirt i screamed
eng_train_track_a_00796,"Sometimes, the journey there is just as important.",0,0,1,0,0,eng,sometimes the journey there is just as important
eng_train_track_a_00797,I come downstairs and see grandma at the dining room table.,0,0,1,0,0,eng,i come downstairs and see grandma at the dining room table
